Airtemp,Rel.Hum,Rain,W.Speed,leaf wetness hr.,Bacterial leaf spot,Downy mildew,Powdery mildew,Alternariablight,Rhizopusrot,Girdle beetle
25.4,73,0,0.1,6.75,0,0,0,0,0,1
24.2,66,0,0.2,7.42,0,1,0,0,0,1
23.3,64,0.4,0.2,4.25,0,1,0,0,1,0
23,65,0,0.1,4,0,1,0,0,0,1
24.9,62,0,0.2,0,0,1,0,0,0,1
24.2,63,0,0.3,1.08,0,1,0,0,0,1
23.8,62,0,0.3,0,0,1,0,0,0,1
24.1,66,0,0.3,0,0,1,0,0,0,1
23.8,69,0,0.3,5.08,0,1,0,0,0,1
23.8,66,0,0.4,4,0,1,0,0,0,1
23.1,61,0,0.7,0,0,1,0,0,0,1
24.3,57,0,0.7,0,0,0,1,0,0,0
23.3,61,0,0.8,0,0,1,0,0,0,1
23.2,61,0,0.6,0,0,1,0,0,0,1
22.7,63,0,0.7,0,0,1,0,0,0,1
22,64,0,0.6,0.58,0,1,0,0,0,1
21,68,0,0.6,2,0,1,0,0,0,1
22.6,69,0.4,0.5,4.67,0,1,0,0,1,0
24.3,68,0.4,0.3,1.17,0,1,0,0,1,0
23.8,92,3.2,0.4,10.17,0,0,0,0,0,0
24.4,90,6,0.6,10.92,1,0,0,0,1,0
24.5,81,0.2,0.5,8.67,1,0,0,0,1,0
24.7,80,0,0.7,3.42,1,0,0,0,0,1
25.1,78,0.2,0.4,5.25,0,0,0,0,1,0
25.2,81,1,0.2,8.25,1,0,0,0,1,0
26.2,80,0.2,0.2,9.17,1,0,0,0,1,0
25.7,76,0,0.2,4.67,0,0,0,0,0,1
24.6,75,0,0.3,5.67,0,0,0,0,0,1
24.4,76,0,0.2,3.58,0,0,0,0,0,1
23.6,73,0,0.3,6.92,0,0,0,0,0,1
22.4,69,0,0.2,3.92,0,1,0,0,0,1
22.8,70,0,0.2,2.92,0,1,0,0,0,1
22.3,71,0,0.3,2.08,0,0,0,0,0,1
21.3,66,0,0.2,1.25,0,1,0,0,0,1
20.2,64,0,0.3,1.08,0,1,0,0,0,1
18.9,64,0,0.5,3.83,0,1,0,0,0,1
18.5,66,0,0.3,4.25,0,1,0,0,0,1
18.8,72,0.2,0.3,5.33,0,0,0,1,0,0
19.3,73,0,0.3,7.83,0,0,0,1,0,1
18.7,64,1.2,0.3,4,0,1,0,0,0,0
16.7,66,0.4,0.4,6.42,0,1,0,0,0,0
16.3,67,0,0.5,7.5,0,1,0,0,0,1
16.8,67,0,0.3,7.58,0,1,0,0,0,1
16.4,67,0,0.4,7.83,0,1,0,0,0,1
16.5,69,0.4,0.3,8.25,0,1,0,0,0,0
17.8,73,0,0.3,8,0,0,0,1,0,1
20.2,74,0,0.2,8.08,0,0,0,0,0,1
21.1,72,0.4,0.1,7.42,0,0,0,0,1,0
19.7,74,0,0.4,5.83,0,0,0,1,0,1
17.7,79,0,0.2,7.5,0,0,0,1,0,1
17.8,79,0,0.1,9.5,0,0,0,1,0,1
18.9,76,0.2,0.2,8.92,0,0,0,1,0,0
19.4,76,0,0.4,7.25,0,0,0,1,0,1
18.2,73,0,0.7,0.92,0,0,0,1,0,1
16.6,82,0.2,0.2,7.75,0,0,0,1,0,0
17.7,77,0,0.1,9.42,0,0,0,1,0,1
18,76,0,0.2,8.92,0,0,0,1,0,1
19.1,75,0,0.2,8.92,0,0,0,1,0,1
20.1,78,0.4,0.1,8.83,0,0,0,0,1,0
21.1,79,0,0.1,10.25,0,0,0,0,0,1
20.9,78,0,0.1,9.58,0,0,0,0,0,1
19.8,81,0.2,0.1,11.5,0,0,0,1,0,0
19.3,79,0,0.2,10.33,0,0,0,1,0,1
18.9,84,0,0.2,12.42,0,0,0,1,0,0
19.8,77,0,0.4,9.83,0,0,0,1,0,1
19.2,78,0.2,0.3,9.25,0,0,0,1,0,0
18.5,77,0,0.3,9.83,0,0,0,1,0,1
19.2,74,0,0.2,9.58,0,0,0,1,0,1
22.3,76,0.2,0.4,0,0,0,0,0,1,0
24,76,0,0.4,2.75,0,0,0,0,0,1
23.1,78,0,0.2,6.5,0,0,0,0,0,1
21,73,0,0,9.58,0,0,0,0,0,1
19.9,73,0.4,0,7.58,0,0,0,1,0,0
20.1,70,0,0.1,8.5,0,1,0,0,0,1
20.4,73,0,0.1,8,0,0,0,0,0,1
20.7,73,0.2,0,8.75,0,0,0,0,1,0
20.3,72,0,0,9.25,0,0,0,0,0,1
19.6,72,0,0,8.08,0,0,0,1,0,1
19.9,72,0,0.1,6.58,0,0,0,1,0,1
20.8,75,0.2,0,9.17,0,0,0,0,1,0
20.4,71,0,0,11,0,0,0,0,0,1
18.4,70,0,0,9.67,0,1,0,1,0,1
19,70,0,0.1,7.75,0,1,0,1,0,1
19.9,70,0,0.2,6.33,0,1,0,1,0,1
18.5,68,0,0.3,9.17,0,1,0,0,0,1
17.5,72,0,0.2,9.75,0,0,0,1,0,1
17.3,75,0.2,0.3,10.5,0,0,0,1,0,0
17.7,75,0,0.2,11.08,0,0,0,1,0,1
18.1,76,0,0.1,11.75,0,0,0,1,0,1
19,74,0,0,9.67,0,0,0,1,0,1
18.9,74,0,0.2,9.83,0,0,0,1,0,1
19.5,72,0,0.1,9.5,0,0,0,1,0,1
19.9,70,0,0.1,8.17,0,1,0,1,0,1
20.2,73,0.4,0,8.5,0,0,0,0,1,0
20,74,0,0.1,9.58,0,0,0,1,0,1
19.9,74,0,0.1,9.42,0,0,0,1,0,1
19.7,70,0.8,0,8.58,0,1,0,1,0,0
19.7,67,0,0,8.17,0,1,0,0,0,1
18.9,69,0,0,10.5,0,1,0,0,0,1
18.5,73,0,0,9.75,0,0,0,1,0,1
19,72,0.4,0,9.25,0,0,0,1,0,0
19,71,0,0,10,0,0,0,1,0,1
17.5,62,0,0.1,9.58,0,1,0,0,0,1
16,67,0,0.1,6.17,0,1,0,0,0,1
16.6,62,0,0,7.92,0,1,0,0,0,1
14.8,60,0,0.2,5.75,0,0,1,0,0,1
13.4,65,0,0.2,8.08,0,0,0,0,0,1
15.3,64,0,0.1,8.25,0,1,0,0,0,1
18.2,59,0,0,6.33,0,0,1,0,0,0
17.5,68,0,0.1,4.42,0,1,0,0,0,1
15.4,68,0,0.1,9.75,0,1,0,0,0,1
15.6,63,0,0.1,7.17,0,1,0,0,0,1
17.9,64,0,0,8.58,0,1,0,0,0,1
18.9,72,0,0.1,9.25,0,0,0,1,0,1
18.7,73,0.4,0.1,9.75,0,0,0,1,0,0
15.9,68,0,0.1,9.75,0,1,0,0,0,1
16.9,58,0,0.1,5.17,0,0,1,0,0,0
16.4,71,0.4,0.1,8.92,0,0,0,1,0,0
15.2,65,0,0,9.08,0,1,0,0,0,1
15.3,63,0,0.1,3.67,0,1,0,0,0,1
18.2,67,0,0.2,5,0,1,0,0,0,1
19.8,66,0,0.1,9.25,0,1,0,0,0,1
21.5,69,0,0.2,7.08,0,1,0,0,0,1
21.6,68,0,0.1,5.42,0,1,0,0,0,1
22.6,71,0,0.1,9.08,0,0,0,0,0,1
22.8,67,0,0.1,6.33,0,1,0,0,0,1
23.7,59,0,0,3.08,0,0,1,0,0,0
23,54,0,0.1,2.67,0,0,1,0,0,0
21.9,56,0.4,0.1,2.67,0,0,0,0,1,0
22,57,0,0.1,3.17,0,0,1,0,0,0
22.8,60,0,0,5.25,0,1,1,1,0,1
22.1,62,0,0.1,9,0,1,0,0,0,1
22.7,61,0,0.1,6.17,0,1,0,0,0,1
23.7,59,0,0.1,4.5,0,0,1,0,0,0
22.8,57,0,0,6.92,0,0,1,0,0,0
21.8,56,0,0.1,4.67,0,0,1,0,0,0
20.8,54,0,0.2,2.25,0,0,1,0,0,0
21.1,53,0,0.2,0,0,0,1,0,0,0
20.8,53,0,0.2,2.92,0,0,1,0,0,0
21.3,50,0,0,1.33,0,0,1,0,0,0
22.5,49,0,0.1,0,0,0,1,0,0,0
22.3,50,0,0,0.83,0,0,1,0,0,0
22.1,53,8.8,0,2.83,0,0,0,0,1,0
22.6,52,0.2,0,2.33,0,0,1,0,1,0
23.2,53,0.4,0,0,0,0,0,0,1,0
23.8,56,0,0,0,0,0,1,0,0,0
24.1,56,0,0,3.33,0,0,1,0,0,0
24.4,54,0,0,2.25,0,0,1,0,0,0
24.2,52,0,0,1.67,0,0,1,0,0,0
23.9,54,0.4,0.1,3,0,0,0,0,1,0
24.8,50,0,0.2,0.08,0,0,1,0,0,0
25,48,0,0.3,0.33,0,0,1,0,0,0
24.7,56,0,0.1,0.92,0,0,1,0,0,0
25.6,61,0,0.2,5.17,0,0,0,0,0,1
26.1,50,0,0.1,2.33,0,0,1,0,0,0
25.7,47,0,0.1,0.67,0,0,1,0,0,0
26,51,0.2,0.1,0,0,0,1,0,1,0
27.5,49,0,0.1,0.08,0,0,1,0,0,0
27.3,44,0,0,0,0,0,0,0,0,0
25.8,46,0,0.1,0,0,0,1,0,0,0
26.5,57,0,0.2,0,0,0,1,0,0,0
26.3,76,5.8,0.1,10,0,0,0,0,1,0
24.9,86,1.4,0.1,16.58,1,0,0,0,1,0
25.8,68,0.2,0.1,9.42,0,0,0,0,1,0
26.4,62,0,0.1,0,0,0,0,0,0,1
25.6,60,0,0,0,0,0,1,0,0,1
26.7,59,0,0.1,0,0,0,1,0,0,0
26.6,64,0,0.1,0,0,0,0,0,0,1
27.7,59,0,0,0,0,0,1,0,0,0
27.7,61,0,0,0,0,0,0,0,0,1
25.2,58,0,0.1,0,0,0,1,0,0,0
24.3,63,0,0.1,0,0,1,0,0,0,1
23.9,62,0,0.1,0,0,1,0,0,0,1
23,59,0.2,0.1,0,0,0,1,0,1,0
23.4,66,0,0.1,0,0,1,0,0,0,1
25.9,66,0,0.2,0,0,0,0,0,0,1
26.8,61,0,0.2,0,0,0,0,0,0,1
26.3,62,0,0.3,0,0,0,0,0,0,1
26.7,59,0,0.3,0,0,0,1,0,0,0
26.3,62,0.2,0.3,1.83,0,0,0,0,1,0
26.8,59,0,0.1,0,0,0,1,0,0,0
28.1,54,0,0.2,0,0,0,1,0,0,0
27.8,48,0,0.1,0,0,0,1,0,0,0
28.1,49,0,0,0,0,0,1,0,0,0
29.1,49,0,0.1,0,0,0,1,0,0,0
29,43,0,0,0,0,0,0,0,0,0
28.1,46,0,0,0,0,0,1,0,0,0
29.6,55,0,0.1,0,0,0,1,0,0,0
29.3,54,0,0,0,0,0,1,0,0,0
29,50,0,0,0,0,0,1,0,0,0
29.3,43,0,0,0,0,0,0,0,0,0
29.8,43,0.2,0.1,0,0,0,0,0,1,0
30.7,37,0,0.3,0,0,0,0,0,0,0
31.3,38,0,0.4,0,0,0,0,0,0,0
31.5,38,0,0.5,0,0,0,0,0,0,0
31.2,55,0,0.4,0,0,0,1,0,0,0
31.4,54,0,0.2,0,0,0,1,0,0,0
31.1,47,0,0.3,0.08,0,0,1,0,0,0
30.4,47,0,0.3,0,0,0,1,0,0,0
30.1,44,0,0.2,0,0,0,0,0,0,0
30.1,45,0.6,0.2,0,0,0,0,0,0,0
29.9,53,0.2,0.2,0.92,0,0,1,0,1,0
29.8,43,0,0.3,0,0,0,0,0,0,0
28.7,46,0,0.4,0,0,0,1,0,0,0
29.1,51,0,0.3,0,0,0,1,0,0,0
28.5,55,0,0.4,0,0,0,1,0,0,0
28.2,59,0,0.4,0,0,0,1,0,0,0
28.4,62,0,0.4,0,0,0,0,0,0,1
28.9,62,0,0.3,0.75,0,0,0,0,0,1
28.7,62,0,0.3,0,0,0,0,0,0,1
28.8,63,0,0.3,0,0,0,0,0,0,1
28.7,61,0,0.3,0.83,0,0,0,0,0,1
28.8,57,0.2,0.3,0,0,0,1,0,1,0
28.7,59,0,0.3,0,0,0,1,0,0,0
28.8,63,0,0.4,0,0,0,0,0,0,1
28.6,60,0,0.4,0,0,0,1,0,0,1
28.8,59,0,0.4,0,0,0,1,0,0,0
28.6,64,0,0.4,0,0,0,0,0,0,1
28.9,64,0,0.7,0,0,0,0,0,0,1
29.3,64,0,0.5,0.17,0,0,0,0,0,1
29.5,63,0,0.5,0,0,0,0,0,0,1
29.3,64,0,0.5,0,0,0,0,0,0,1
27.9,71,1.2,0.4,1.17,0,0,0,0,1,0
29.3,67,0,0.4,0,0,0,0,0,0,1
30.2,64,0,0.3,0,0,0,0,0,0,1
30.1,62,0,0.2,0,0,0,0,0,0,1
30.4,61,0,0.3,0,0,0,0,0,0,1
30.4,64,0,0.3,0,0,0,0,0,0,1
30.4,61,0,0.3,0,0,0,0,0,0,1
29.4,63,0,0.3,0,0,0,0,0,0,1
29.7,64,0,0.2,0,0,0,0,0,0,1
29.4,64,0,0.3,0,0,0,0,0,0,1
29.7,62,0,0.3,0.33,0,0,0,0,0,1
29.6,63,0.2,0.2,0,0,0,0,0,1,0
28,71,1.4,0.3,4.5,0,0,0,0,1,0
26.2,82,12.4,0.3,14.42,1,0,0,0,1,0
26.8,79,0,0.5,8.17,0,0,0,0,0,1
25.4,89,0.8,0.3,5.5,1,0,0,0,1,0
25.6,86,0,0.3,3.17,1,0,0,0,0,0
24.2,93,4.8,0.5,10.33,1,0,0,0,0,0
24.9,90,0.6,0.6,5.17,1,0,0,0,1,0
25,91,2,0.3,7.67,1,0,0,0,0,0
25,92,1.4,0.2,11.42,1,0,0,0,0,0
25.1,91,2,0.3,9,1,0,0,0,0,0
24.9,85,0.2,0.5,2.42,1,0,0,0,1,0
24.9,88,2,0.6,9.5,1,0,0,0,1,0
26.6,80,0,0.7,0,1,0,0,0,0,1
26.9,78,0,0.6,0,0,0,0,0,0,1
26.9,78,0,0.7,0,0,0,0,0,0,1
27,78,0,0.9,0,0,0,0,0,0,1
26.9,77,0,0.6,0,0,0,0,0,0,1
26.7,79,0,0.5,0,0,0,0,0,0,1
26.5,79,0,0.4,0,0,0,0,0,0,1
26.6,80,0,0.3,0,1,0,0,0,0,1
26,83,1.4,0.4,3.58,1,0,0,0,1,0
26.5,80,0,0.3,0.42,1,0,0,0,0,1
24.9,90,1,0.2,8.83,1,0,0,0,1,0
26.2,84,0,0.3,0,1,0,0,0,0,0
26.1,84,0.2,0.5,1,1,0,0,0,1,0
25.2,89,2,0.3,9.58,1,0,0,0,1,0
24.4,95,1.8,0.2,19.17,1,0,0,0,0,0
24.2,97,11.2,0.1,19.42,0,0,0,0,0,0
24.4,93,0.2,0.5,10.75,1,0,0,0,0,0
24.9,92,2,0.5,12.58,1,0,0,0,0,0
24.8,91,2.6,0.4,11.42,1,0,0,0,0,0
24.7,92,0.4,0.3,9.92,1,0,0,0,0,0
26,86,0,0.5,5,1,0,0,0,0,0
26,84,0,0.5,5,1,0,0,0,0,0
25.7,85,0.4,0.6,1.33,1,0,0,0,1,0
25,90,0.8,0.3,9.08,1,0,0,0,1,0
25.7,86,0,0.3,0,1,0,0,0,0,0
25,89,2.8,0.3,4.58,1,0,0,0,1,0
25,89,0.4,0.5,5.67,1,0,0,0,1,0
25.6,86,1,0.4,6.58,1,0,0,0,1,0
25.2,87,0.2,0.4,7.5,1,0,0,0,1,0
25.4,86,0,0.3,5.17,1,0,0,0,0,0
26,84,0,0.3,1.5,1,0,0,0,0,0
26.4,84,0,0.2,0,1,0,0,0,0,0
25.9,83,0.2,0.1,0.17,1,0,0,0,1,0
26.4,81,0,0.2,0,1,0,0,0,0,0
26.1,82,0,0.2,0,1,0,0,0,0,0
26,83,0,0.2,0,1,0,0,0,0,0
26.3,82,1.2,0.1,0.58,1,0,0,0,1,0
26.2,83,0,0.1,0.25,1,0,0,0,0,0
26.5,82,0,0.1,0,1,0,0,0,0,0
25.5,87,1,0.1,6.08,1,0,0,0,1,0
24.7,89,0.4,0.3,10.08,1,0,0,0,1,0
24.1,92,0.6,0.1,10.42,1,0,0,0,0,0
22.6,99,5.6,0.1,21.75,0,0,0,0,0,0
22.9,98,5.2,0.2,20.08,0,0,0,0,0,0
23,99,2.6,0.2,23.17,0,0,0,0,0,0
24.8,91,1,0.4,9.92,1,0,0,0,0,0
25.9,86,0.2,0.4,0.08,1,0,0,0,1,0
24.9,92,0.8,0.2,7.92,1,0,0,0,0,0
24.9,90,0,0.3,0,1,0,0,0,0,0
25,90,0.2,0.2,2.17,1,0,0,0,1,0
23.5,97,3,0,17.17,0,0,0,0,0,0
22.3,100,2.8,0,23.92,0,0,0,0,0,0
23.4,95,1,0.1,12.67,0,0,0,0,0,0
23.6,95,0.8,0.1,14.33,0,0,0,0,0,0
23.5,96,1,0.4,13.83,0,0,0,0,0,0
23.7,95,1.2,0.3,14.42,0,0,0,0,0,0
22.4,100,20,0,22.92,0,0,0,0,0,0
22.3,100,15.4,0.1,23.75,0,0,0,0,0,0
23.6,96,2.2,0.4,12.17,0,0,0,0,0,0
23.7,98,4.8,0.2,18.67,0,0,0,0,0,0
23.9,97,2.8,0.1,16.83,0,0,0,0,0,0
24.2,96,1.2,0.1,11.92,0,0,0,0,0,0
24.6,92,0,0.2,0,1,0,0,0,0,0
23.7,95,1,0.1,7.67,0,0,0,0,0,0
24.7,90,0.2,0.1,1.17,1,0,0,0,1,0
24.4,90,1,0.1,10.58,1,0,0,0,1,0
24.7,85,0,0.1,5.17,1,0,0,0,0,0
24.7,85,0.4,0.1,3.25,1,0,0,0,1,0
25,83,0,0.1,7.5,1,0,0,0,0,0
25,83,0,0.2,7.75,1,0,0,0,0,0
25.6,85,0,0.1,0,1,0,0,0,0,0
26,83,0.4,0.1,3.5,1,0,0,0,1,0
24.9,89,1.4,0,10.83,1,0,0,0,1,0
25.8,82,0,0.1,5.75,1,0,0,0,0,0
25.9,84,0.2,0.1,4.83,1,0,0,0,1,0
27.1,83,0,0.1,0,1,0,0,0,0,0
26.6,87,1.2,0.1,8.08,1,0,0,0,1,0
25.9,88,15.6,0.2,13.08,1,0,0,0,1,0
25.2,92,38,0.1,5.58,1,0,0,0,0,0
25.8,89,17.2,0.2,12,1,0,0,0,1,0
26,90,5.2,0.1,7.42,1,0,0,0,1,0
26.4,90,1.2,0,16.33,1,0,0,0,1,0
24.5,95,7,0,19,1,0,0,0,0,0
24.5,93,10.4,0.1,16.75,1,0,0,0,0,0
25.1,92,0,0,9.17,1,0,0,0,0,0
25.2,91,3.4,0,12.83,1,0,0,0,0,0
23.4,97,64.8,0,3.92,0,0,0,0,0,0
24.8,93,5.6,0.1,14.17,1,0,0,0,0,0
25,94,0.2,0,11.33,1,0,0,0,0,0
25.2,93,1.8,0.1,11.75,1,0,0,0,0,0
23.5,96,3,0.1,12.42,0,0,0,0,0,0
23.3,97,1.2,0.4,11.58,0,0,0,0,0,0
23.4,95,0.4,0.2,6.08,0,0,0,0,0,0
22.9,95,1.2,0.3,13.5,0,0,0,0,0,0
23.5,96,3.6,0.3,8.17,0,0,0,0,0,0
24.4,89,0.2,0.5,7.25,1,0,0,0,1,0
23.5,96,15.4,0.2,8.58,0,0,0,0,0,0
22.9,99,7,0,19.5,0,0,0,0,0,0
25.1,91,0,0,9.58,1,0,0,0,0,0
25,88,0.2,0,5.92,1,0,0,0,1,0
23.9,86,0,0,10.5,0,0,0,0,0,0
24.4,85,0.2,0.1,9.08,1,0,0,0,1,0
24.8,85,0.8,0,5.83,1,0,0,0,1,0
24.6,85,0,0,9.42,1,0,0,0,0,0
23.6,83,0,0.1,8.92,0,0,0,0,0,0
24.3,82,0,0.1,9.33,1,0,0,0,0,0
24.3,82,0.2,0.1,9.75,1,0,0,0,1,0
24.4,79,0.2,0.1,9.75,0,0,0,0,1,0
23.4,78,0,0.1,10.08,0,0,0,0,0,1
24.1,75,0,0,9.17,0,0,0,0,0,1
22.6,96,4.4,0,12.83,0,0,0,0,0,0
24.5,88,7.4,0.2,14.83,1,0,0,0,1,0
24.3,87,0.2,0.1,8.92,1,0,0,0,1,0
24.2,90,0.4,0.3,7.67,1,0,0,0,1,0
24,94,0.6,0.3,0.5,1,0,0,0,0,0
24.1,90,0,0.1,0.08,1,0,0,0,0,0
24.7,90,9.6,0.1,3.58,1,0,0,0,1,0
25.2,88,0.2,0.2,0.25,1,0,0,0,1,0
25,87,0,0.3,0,1,0,0,0,0,0
25.2,84,0,0.3,0,1,0,0,0,0,0
24.6,80,0.6,0.2,0,1,0,0,0,1,0
24.2,74,0.2,0.3,0,0,0,0,0,1,0
23.6,73,0,0.4,0,0,0,0,0,0,1
23.4,74,0,0.4,0,0,0,0,0,0,1
24.2,78,0,0.2,0,0,0,0,0,0,1
25.4,78,0,0.4,0,0,0,0,0,0,1
25.6,80,0,0.3,0.25,1,0,0,0,0,1
23.7,71,0,0.2,0,0,0,0,0,0,1
22.1,69,0.2,0.2,0,0,1,0,0,1,0
21.8,68,0,0.2,0,0,1,0,0,0,1
22.8,66,0,0.3,0,0,1,0,0,0,1
22,64,0,0.4,0,0,1,0,0,0,1
21.3,65,0,0.3,5,0,1,0,0,0,1
21.9,67,0,0,4.67,0,1,0,0,0,1
22.7,69,0,0.1,8.08,0,1,0,0,0,1
22.7,70,0,0.1,8.75,0,1,0,0,0,1
22.7,71,0,0,8.75,0,0,0,0,0,1
22.8,71,0,0.1,8.75,0,0,0,0,0,1
23.1,69,0,0,6.25,0,1,0,0,0,1
22.8,69,0,0.1,7.5,0,1,0,0,0,1
22.4,68,0,0.1,6.83,0,1,0,0,0,1
21.8,66,0.2,0.1,5.92,0,1,0,0,1,0
22.1,67,0,0.1,4.17,0,1,0,0,0,1
22.6,66,0,0.1,8.17,0,1,0,0,0,1
22.3,68,0.2,0.1,7.25,0,1,0,0,1,0
22,69,0,0.1,8.5,0,1,0,0,0,1
22.5,70,0,0.1,9.42,0,1,0,0,0,1
21.9,70,0,0.1,9.08,0,1,0,0,0,1
21.8,72,0.4,0.1,8.42,0,0,0,0,1,0
23,71,0,0.1,7.75,0,0,0,0,0,1
23.5,70,0,0,5.92,0,1,0,0,0,1
23.3,69,0,0,7,0,1,0,0,0,1
22.2,67,0,0.1,3.17,0,1,0,0,0,1
21.2,74,0,0.1,4.67,0,0,0,0,0,1
21.8,70,0,0.1,4.75,0,1,0,0,0,1
23,78,0.2,0.4,6.58,0,0,0,0,1,0
25.1,81,0,0.6,10.08,1,0,0,0,0,0
24.8,79,0,0.2,10.42,0,0,0,0,0,1
25.5,79,0.6,0.1,8.67,0,0,0,0,1,0
24.8,80,0.4,0.1,9.67,1,0,0,0,1,0
23.7,81,0,0.2,10.08,0,0,0,0,0,0
23,78,0,0.2,8.83,0,0,0,0,0,1
22,74,0,0.1,6.33,0,0,0,0,0,1
20.4,69,0,0.2,6.33,0,1,0,0,0,1
18.9,65,0,0.3,5.08,0,1,0,0,0,1
18.6,62,0.4,0.3,3,0,1,0,0,0,0
20.6,72,0.4,0.8,1.42,0,0,0,0,1,0
22.4,93,3.6,0.8,11,0,0,0,0,0,0
24.1,90,0.4,0.7,9.17,1,0,0,0,1,0
24.5,87,33.4,0.1,3.33,1,0,0,0,1,0
24.5,90,1.8,0,10.67,1,0,0,0,1,0
24.3,89,0,0,0,1,0,0,0,0,0
23.5,85,1.4,0,2,0,0,0,0,1,0
21.6,80,0.2,0.1,11,0,0,0,0,1,0
19.8,77,0,0.3,10.75,0,0,0,1,0,1
19.5,74,0,0.2,10,0,0,0,1,0,1
19.7,76,0.2,0,9.67,0,0,0,1,0,0
20.1,79,0,0.1,9.92,0,0,0,0,0,1
20.7,79,0,0,9.75,0,0,0,0,0,1
20.3,83,0.2,0,11.67,0,0,0,0,1,0
20.7,84,0,0.1,12.08,0,0,0,0,0,0
21.5,81,0,0.2,11.33,0,0,0,0,0,0
20.3,80,0,0.3,10.83,0,0,0,0,0,1
20.8,82,0.6,0.1,9,0,0,0,0,1,0
20.2,81,0,0.2,12.17,0,0,0,0,0,0
20.2,84,0,0.4,12.58,0,0,0,0,0,0
20.3,77,0.4,0.3,9.42,0,0,0,0,1,0
19.7,70,0,0.3,0.92,0,1,0,1,0,1
20.4,81,0,0.1,4.92,0,0,0,0,0,0
20.6,79,0,0.1,9.58,0,0,0,0,0,1
21.5,72,0.6,0.1,4.58,0,0,0,0,1,0
21.1,75,0,0,6.08,0,0,0,0,0,1
20.2,75,0,0,9.75,0,0,0,0,0,1
20,72,0,0,7.92,0,0,0,1,0,1
18.6,70,0,0,8.83,0,1,0,1,0,1
18.5,66,0,0.1,8.25,0,1,0,0,0,1
18.2,67,0,0,6.58,0,1,0,0,0,1
18,66,0.2,0,7.08,0,1,0,0,0,0
18.4,66,0,0,6.83,0,1,0,0,0,1
18.5,63,0,0,6.83,0,1,0,0,0,1
18,68,0.4,0,6.5,0,1,0,0,0,0
19.1,72,0,0.1,5.58,0,0,0,1,0,1
19.9,77,0,0,11.67,0,0,0,1,0,1
20.6,77,0,0,10,0,0,0,0,0,1
20.6,76,0.2,0.1,9.33,0,0,0,0,1,0
20.2,73,0,0,8.58,0,0,0,0,0,1
19.8,72,0,0,6.67,0,0,0,1,0,1
20.5,75,0,0.1,6.67,0,0,0,0,0,1
20.6,77,0,0.1,8.83,0,0,0,0,0,1
20.3,79,0,0.1,9.75,0,0,0,0,0,1
21.3,72,0,0.1,9.08,0,0,0,0,0,1
21.1,72,0,0.1,6.67,0,0,0,0,0,1
20.3,74,0,0.3,6.08,0,0,0,0,0,1
19.9,73,0,0.4,8.75,0,0,0,1,0,1
20,71,0,0.6,6.92,0,0,0,1,0,1
19.8,70,0,0.3,5.58,0,1,0,1,0,1
19.3,72,0,0.1,5,0,0,0,1,0,1
19.9,73,0,0.1,6.42,0,0,0,1,0,1
19.5,74,0,0.2,6.58,0,0,0,1,0,1
20,72,0,0.2,7.33,0,0,0,1,0,1
20.6,69,0,0.1,7.17,0,1,0,0,0,1
20.4,70,0,0.1,6.17,0,1,0,0,0,1
21,66,0,0.2,6.75,0,1,0,0,0,1
20.1,67,0,0,4.33,0,1,0,0,0,1
22.5,61,0,0.1,4.25,0,1,0,0,0,1
22.5,64,0,0.2,5.25,0,1,0,0,0,1
22.2,64,0,0.1,6,0,1,0,0,0,1
22.7,61,0,0,3,0,1,0,0,0,1
23.4,62,0,0.1,3,0,1,0,0,0,1
24.1,61,0,0,0,0,1,0,0,0,1
24.3,62,0,0,2.33,0,1,0,0,0,1
23.9,60,0,0.1,2.5,0,1,1,0,0,1
22.5,57,0,0.1,1.5,0,0,1,0,0,0
21.8,58,0,0.2,0,0,0,1,0,0,0
21.5,58,0,0.4,2.17,0,0,1,0,0,0
20,58,0,0.2,5.5,0,0,1,0,0,0
20.9,60,0,0.1,2.58,0,1,1,0,0,1
22.2,60,0,0.1,1.92,0,1,1,0,0,1
23.3,61,0,0,2.08,0,1,0,0,0,1
23.9,56,0,0.1,0,0,0,1,0,0,0
21.5,56,0,0.3,0,0,0,1,0,0,0
20.4,59,0,0.1,4.5,0,0,1,0,0,0
20.8,58,0,0.1,2.75,0,0,1,0,0,0
20.7,55,0,0.3,0,0,0,1,0,0,0
20.8,59,0,0.1,0.42,0,0,1,0,0,0
22.2,60,0,0.1,3,0,1,1,0,0,1
22.9,60,0,0.1,0,0,1,1,0,0,1
24.6,59,0,0.1,0.33,0,0,1,0,0,0
24.9,61,0,0,3.42,0,1,0,0,0,1
24.2,56,0,0.1,0,0,0,1,0,0,0
24.1,56,0,0.2,0,0,0,1,0,0,0
24.1,56,0,0.2,0,0,0,1,0,0,0
24.8,54,0,0,0,0,0,1,0,0,0
24.6,54,0,0.1,0,0,0,1,0,0,0
23.6,52,0,0.4,0,0,0,1,0,0,0
23.3,49,0,0.2,0,0,0,1,0,0,0
24.6,53,0,0,1.67,0,0,1,0,0,0
25.6,48,0,0.1,0,0,0,1,0,0,0
25.8,45,0,0.1,0,0,0,1,0,0,0
25.6,45,0,0.1,0,0,0,1,0,0,0
25.9,46,0,0,0,0,0,1,0,0,0
26.6,41,0,0,0,0,0,0,0,0,0
26.9,42,0,0.1,0,0,0,0,0,0,0
